2101,Guard,Guard,5,500,0,300,0,0,2,0,0,0,0,0,0,0,0,0,8191,2,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2102,Guard,Guard,5,500,0,300,0,0,2,0,0,1,0,0,0,0,0,0,8191,2,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2103,Buckler,Buckler,5,14000,0,600,0,0,4,0,0,0,0,0,0,0,0,0,7410,2,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2104,Buckler,Buckler,5,14000,0,600,0,0,4,0,0,1,0,0,0,0,0,0,7410,2,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2105,Shield,Shield,5,56000,0,1300,0,0,6,0,0,0,0,0,0,0,0,0,130,2,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2106,Shield,Shield,5,56000,0,1300,0,0,6,0,0,1,0,0,0,0,0,0,130,2,32,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2107,Mirror_Shield,Mirror_Shield,5,60000,0,1000,0,0,4,5,0,0,0,0,0,0,0,0,130,2,32,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2108,Mirror_Shield,Mirror_Shield,5,60000,0,1000,0,0,4,5,0,1,0,0,0,0,0,0,130,2,32,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2201,Sunglasses,Sunglasses,5,5000,0,100,0,0,0,0,0,0,0,0,0,0,0,0,8191,2,512,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
2202,Sunglasses,Sunglasses,5,5000,0,100,0,0,0,0,0,1,0,0,0,0,0,0,8191,2,512,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
2203,Glasses,Glasses,5,4000,0,100,0,0,0,0,0,0,0,0,0,0,0,0,8191,2,512,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2204,Glasses,Glasses,5,4000,0,100,0,0,0,0,0,1,0,0,0,0,0,0,8191,2,512,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2205,Diver_Goggles,Diver_Goggles,5,3500,0,100,0,0,0,0,0,0,0,0,0,0,0,0,8191,2,512,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2206,Wedding_Veil,Wedding_Veil,5,23000,0,100,0,0,0,5,0,0,0,0,0,0,0,0,8191,0,256,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0
2207,Fancy_Flower,Fancy_Flower,5,20,0,100,0,0,0,0,0,0,0,0,0,0,0,0,8191,2,256,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2208,Ribbon,Ribbon,5,800,0,100,0,0,1,3,0,0,0,0,0,0,0,0,8191,0,256,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2209,Ribbon,Ribbon,5,800,0,100,0,0,1,3,0,1,0,0,0,0,0,0,8191,0,256,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2210,Hair_Band,Hair_Band,5,500,0,100,0,0,1,0,0,0,0,0,0,0,0,0,8191,2,256,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
2211,Bandana,Bandana,5,400,0,100,0,0,1,0,0,0,0,0,0,0,0,0,8191,2,256,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2212,Eye_Patch,Eye_Patch,5,1000,0,100,0,0,0,0,0,0,0,0,0,0,0,0,8191,2,512,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
2213,Kitty_Band,Kitty_Band,5,20,0,100,0,0,2,0,0,0,0,0,0,0,0,0,8191,2,256,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2214,Bunny_Band,Bunny_Band,5,20,0,100,0,0,2,0,0,0,0,0,0,0,0,2,8191,2,256,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
2215,Flower_Band,Flower_Band,5,20,0,100,0,0,2,0,0,0,0,0,0,0,0,0,8191,2,256,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2216,Biretta,Biretta,5,9000,0,100,0,0,4,0,0,0,0,0,0,0,0,0,1040,2,256,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2217,Biretta,Biretta,5,9000,0,100,0,0,4,0,0,1,0,0,0,0,0,0,1040,2,256,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2218,Flu_Mask,Flu_Mask,5,300,0,100,0,0,0,0,0,0,0,0,0,0,0,0,8191,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2219,Flu_Mask,Flu_Mask,5,300,0,100,0,0,0,0,0,0,0,0,0,0,0,0,8191,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2220,Hat,Hat,5,1000,0,200,0,0,2,0,0,0,0,0,0,0,0,0,8191,2,256,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2221,Hat,Hat,5,1000,0,200,0,0,2,0,0,1,0,0,0,0,0,0,8191,2,256,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2222,Turban,Turban,5,4500,0,300,0,0,3,0,0,0,0,0,0,0,0,0,8191,2,256,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2223,Turban,Turban,5,4500,0,300,0,0,3,0,0,1,0,0,0,0,0,0,8191,2,256,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2226,Cap,Cap,5,12000,0,400,0,0,4,0,0,0,0,0,0,0,0,0,6890,2,256,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
2227,Cap,Cap,5,12000,0,400,0,0,4,0,0,1,0,0,0,0,0,0,6890,2,256,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
2228,Helm,Helm,5,44000,0,600,0,0,6,0,0,0,0,0,0,0,0,0,130,2,256,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
2229,Helm,Helm,5,44000,0,600,0,0,6,0,0,1,0,0,0,0,0,0,130,2,256,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
2230,Gemmed_Sallet,Gemmed_Sallet,5,50000,0,500,0,0,4,3,0,0,0,0,0,0,0,0,6370,2,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
