1101,Sword,ƒ\[ƒh,4,100,0,500,25,0,0,0,1,3,0,0,0,0,0,0,6371,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1102,Sword_,ƒ\[ƒh,4,100,0,500,25,0,0,0,1,4,0,0,0,0,0,0,6371,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1103,Sword__,ƒ\[ƒh,4,100,0,500,25,0,0,0,1,0,0,0,0,0,0,0,6371,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1104,Falchion,ƒtƒ@ƒ‹ƒVƒIƒ“,4,1500,0,600,39,0,0,0,1,3,0,0,0,0,0,0,6371,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1105,Falchion_,ƒtƒ@ƒ‹ƒVƒIƒ“,4,1500,0,600,39,0,0,0,1,4,0,0,0,0,0,0,6371,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1106,Falchion__,ƒtƒ@ƒ‹ƒVƒIƒ“,4,1500,0,600,39,0,0,0,1,0,0,0,0,0,0,0,6371,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1107,Blade,ƒuƒŒƒCƒh,4,2900,0,700,53,0,0,0,1,3,0,0,0,0,0,0,6371,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1108,Blade_,ƒuƒŒƒCƒh,4,2900,0,700,53,0,0,0,1,4,0,0,0,0,0,0,6371,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1109,Blade__,ƒuƒŒƒCƒh,4,2900,0,700,53,0,0,0,1,0,0,0,0,0,0,0,6371,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1110,Lapier,ƒŒƒCƒsƒA,4,10000,0,500,70,0,0,0,1,2,0,0,0,0,0,0,6371,2,2,2,14,2,0,0,0,0,0,0,0,0,0,0,0,0
1111,Lapier_,ƒŒƒCƒsƒA,4,10000,0,500,70,0,0,0,1,3,0,0,0,0,0,0,6371,2,2,2,14,2,0,0,0,0,0,0,0,0,0,0,0,0
1112,Lapier__,ƒŒƒCƒsƒA,4,10000,0,500,70,0,0,0,1,0,0,0,0,0,0,0,6371,2,2,2,14,2,0,0,0,0,0,0,0,0,0,0,0,0
1113,Scimiter,ƒVƒ~ƒ^[,4,17000,0,700,85,0,0,0,1,2,0,0,0,0,0,0,6371,2,2,2,14,2,0,0,0,0,0,0,0,0,0,0,0,0
